FID,ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude,wkb_geometry
aurin_national_education_dataset_universities_2018.235,235,University of Western Australia,Crawley,,35 Stirling Highway,CRAWLEY,WA,6009,Australia,"35 Stirling Highway,CRAWLEY,WA,6009,Australia",University,-31.976913,115.81795,MULTIPOINT ((-31.976913 115.81795000000001))
aurin_national_education_dataset_universities_2018.236,236,University of Western Australia,Albany Centre,,35 Stirling Terrace,ALBANY,WA,6330,Australia,"35 Stirling Terrace,ALBANY,WA,6330,Australia",University,-35.027569,117.887147,MULTIPOINT ((-35.027569 117.88714700000001))
aurin_national_education_dataset_universities_2018.237,237,University of Wollongong,Sydney Business School,,1 Macquarie Place,SYDNEY,NSW,2000,Australia,"1 Macquarie Place,SYDNEY,NSW,2000,Australia",University,-33.8619875,151.2097433,MULTIPOINT ((-33.8619875 151.2097433))
aurin_national_education_dataset_universities_2018.238,238,University of Wollongong,UOW South Western Sydney,,33 Moore Street,LIVERPOOL,NSW,2170,Australia,"33 Moore Street,LIVERPOOL,NSW,2170,Australia",University,-33.9224895,150.9254373,MULTIPOINT ((-33.9224895 150.9254373))
aurin_national_education_dataset_universities_2018.239,239,University of Wollongong,UOW Southern Sydney (Loftus),TAFE NSW Southern Sydney Institute,1 Pitt Street,LOFTUS,NSW,2232,Australia,"1 Pitt Street,LOFTUS,NSW,2232,Australia",University,-34.0405749,151.0529203,MULTIPOINT ((-34.0405749 151.05292029999998))
aurin_national_education_dataset_universities_2018.240,240,University of Wollongong,Innovation Campus,,Squires Way,NORTH WOLLONGONG,NSW,2500,Australia,"Squires Way,NORTH WOLLONGONG,NSW,2500,Australia",University,-34.402209,150.899018,MULTIPOINT ((-34.402209 150.899018))
aurin_national_education_dataset_universities_2018.241,241,University of Wollongong,UOW Online,University of Wollongong,Northfields Avenue,WOLLONGONG,NSW,2522,Australia,"Northfields Avenue,WOLLONGONG,NSW,2522,Australia",University,-34.4054039,150.87843,MULTIPOINT ((-34.4054039 150.87842999999998))
aurin_national_education_dataset_universities_2018.242,242,University of Wollongong,Wollongong,University of Wollongong,Northfields Avenue,WOLLONGONG,NSW,2522,Australia,"Northfields Avenue,WOLLONGONG,NSW,2522,Australia",University,-34.4054039,150.87843,MULTIPOINT ((-34.4054039 150.87842999999998))
aurin_national_education_dataset_universities_2018.243,243,University of Wollongong,UOW Batemans Bay,Hanging Rock,Beach Road,BATEMANS BAY,NSW,2536,Australia,"Beach Road,BATEMANS BAY,NSW,2536,Australia",University,-35.7214007,150.1928044,MULTIPOINT ((-35.7214007 150.1928044))
aurin_national_education_dataset_universities_2018.244,244,University of Wollongong,UOW Shoalhaven,Ray Cleary Building ,George Evans Drive,NOWRA,NSW,2541,Australia,"George Evans Drive,NOWRA,NSW,2541,Australia",University ,-34.88796,150.568696,MULTIPOINT ((-34.88796 150.568696))
aurin_national_education_dataset_universities_2018.245,245,University of Wollongong,UOW Bega,,176 Auckland Street,BEGA,NSW,2550,Australia,"176 Auckland Street,BEGA,NSW,2550,Australia",University,-36.6778562,149.8400454,MULTIPOINT ((-36.677856199999994 149.8400454))
aurin_national_education_dataset_universities_2018.246,246,University of Wollongong,UOW Southern Highlands,Moss Vale TAFE,Kirkham Street,MOSS VALE,NSW,2577,Australia,"Kirkham Street,MOSS VALE,NSW,2577,Australia",University,-34.5545106,150.3757089,MULTIPOINT ((-34.5545106 150.3757089))
aurin_national_education_dataset_universities_2018.247,247,Victoria University,Sydney,,545 Kent Street,SYDNEY,NSW,2000,Australia,"545 Kent Street,SYDNEY,NSW,2000,Australia",University,-33.8697767,151.2040035,MULTIPOINT ((-33.8697767 151.2040035))
aurin_national_education_dataset_universities_2018.248,248,Victoria University,City King,,225 King Street,MELBOURNE,VIC,3000,Australia,"225 King Street,MELBOURNE,VIC,3000,Australia",University,-37.8148754,144.9547483,MULTIPOINT ((-37.8148754 144.9547483))
aurin_national_education_dataset_universities_2018.249,249,Victoria University,City Flinders,,300 Flinders Street,MELBOURNE,VIC,3000,Australia,"300 Flinders Street,MELBOURNE,VIC,3000,Australia",University,-37.8180839,144.9640457,MULTIPOINT ((-37.81808389999999 144.9640457))
aurin_national_education_dataset_universities_2018.250,250,Victoria University,City Queen,,295 & 283 Queen Street,MELBOURNE,VIC,3000,Australia,"295 & 283 Queen Street,MELBOURNE,VIC,3000,Australia",University,-37.8116296,144.9594785,MULTIPOINT ((-37.8116296 144.9594785))
aurin_national_education_dataset_universities_2018.251,251,Victoria University,Footscray Park,,Ballarat Road,FOOTSCRAY,VIC,3011,Australia,"Ballarat Road,FOOTSCRAY,VIC,3011,Australia",University,-37.793428,144.898067,MULTIPOINT ((-37.793428 144.898067))
aurin_national_education_dataset_universities_2018.252,252,Victoria University,Footscray Nicholson,,Cnr Nicholson & Buckley Streets,FOOTSCRAY,VIC,3011,Australia,"Cnr Nicholson & Buckley Streets,FOOTSCRAY,VIC,3011,Australia",University ,-37.8048608,144.8983971,MULTIPOINT ((-37.8048608 144.8983971))
aurin_national_education_dataset_universities_2018.253,253,Victoria University,Footscray Park,,Ballarat Road,FOOTSCRAY,VIC,3011,Australia,"Ballarat Road,FOOTSCRAY,VIC,3011,Australia",University,-37.793428,144.898067,MULTIPOINT ((-37.793428 144.898067))
aurin_national_education_dataset_universities_2018.254,254,Victoria University,Sunshine,,460 Ballarat Road,SUNSHINE,VIC,3020,Australia,"460 Ballarat Road,SUNSHINE,VIC,3020,Australia",University,-37.7771946,144.8334229,MULTIPOINT ((-37.7771946 144.8334229))
aurin_national_education_dataset_universities_2018.255,255,Victoria University,St Albans,,McKechnie Street ST,ALBANS,VIC,3021,Australia,"McKechnie Street ST,ALBANS,VIC,3021,Australia",University,-37.7522655,144.7979192,MULTIPOINT ((-37.7522655 144.7979192))
aurin_national_education_dataset_universities_2018.256,256,Victoria University,Werribee,,Hoppers Lane,WERRIBEE,VIC,3030,Australia,"Hoppers Lane,WERRIBEE,VIC,3030,Australia",University,-37.8895758,144.7001958,MULTIPOINT ((-37.8895758 144.7001958))
aurin_national_education_dataset_universities_2018.257,257,Western Sydney University,Sydney City,,255 Elizabeth Street,SYDNEY,NSW,2000,Australia,"255 Elizabeth Street,SYDNEY,NSW,2000,Australia",University,-33.8757124,151.2092035,MULTIPOINT ((-33.8757124 151.2092035))
aurin_national_education_dataset_universities_2018.258,258,Western Sydney University,Parramatta,,Cnr Victoria Road & James Ruse Drive,RYDALMERE,NSW,2116,Australia,"Cnr Victoria Road & James Ruse Drive,RYDALMERE,NSW,2116,Australia",University ,-33.811597,151.025146,MULTIPOINT ((-33.811597 151.025146))
aurin_national_education_dataset_universities_2018.259,259,Western Sydney University,WS - The College - Olympic Park,,8 Australia Avenue,SYDNEY OLYMPIC PARK,NSW,2127,Australia,"8 Australia Avenue,SYDNEY OLYMPIC PARK,NSW,2127,Australia",University,-33.8453759,151.0710894,MULTIPOINT ((-33.8453759 151.0710894))
aurin_national_education_dataset_universities_2018.260,260,Western Sydney University,Parramatta City,,169 Macquarie Street,PARRAMATTA,NSW,2150,Australia,"169 Macquarie Street,PARRAMATTA,NSW,2150,Australia",University,-33.8160513,151.0055901,MULTIPOINT ((-33.8160513 151.0055901))
aurin_national_education_dataset_universities_2018.261,261,Western Sydney University,Liverpool City,,100 Macquarie Street,LIVERPOOL,NSW,2170,Australia,"100 Macquarie Street,LIVERPOOL,NSW,2170,Australia",University,-33.920011,150.9245366,MULTIPOINT ((-33.920011 150.9245366))
aurin_national_education_dataset_universities_2018.262,262,Western Sydney University,WS - The College - Bankstown,,2 Bullecourt Avenue,MILPERRA,NSW,2214,Australia,"2 Bullecourt Avenue,MILPERRA,NSW,2214,Australia",University,-33.9405313,150.9915189,MULTIPOINT ((-33.9405313 150.9915189))
aurin_national_education_dataset_universities_2018.263,263,Western Sydney University,Bankstown,,Bullecourt Avenue,MILPERRA,NSW,2214,Australia,"Bullecourt Avenue,MILPERRA,NSW,2214,Australia",University,-33.9400711,150.9909869,MULTIPOINT ((-33.9400711 150.9909869))
aurin_national_education_dataset_universities_2018.264,264,Western Sydney University,Campbelltown,,Narellan Road,CAMPBELLTOWN,NSW,2560,Australia,"Narellan Road,CAMPBELLTOWN,NSW,2560,Australia",University,-34.07011,150.792817,MULTIPOINT ((-34.07011 150.792817))
aurin_national_education_dataset_universities_2018.265,265,Western Sydney University,Penrith,,Second Avenue,KINGSWOOD,NSW,2747,Australia,"Second Avenue,KINGSWOOD,NSW,2747,Australia",University,-33.765307,150.729403,MULTIPOINT ((-33.76530699999999 150.729403))
aurin_national_education_dataset_universities_2018.266,266,Western Sydney University,Hawkesbury,,Bourke Street,RICHMOND,NSW,2753,Australia,"Bourke Street,RICHMOND,NSW,2753,Australia",University,-33.613863,150.746008,MULTIPOINT ((-33.613863 150.746008))
aurin_national_education_dataset_universities_2018.267,267,Western Sydney University,WS - The College - Nirimba,,Eastern Road,QUAKERS HILL,NSW,2763,Australia,"Eastern Road,QUAKERS HILL,NSW,2763,Australia",University,-33.725645,150.878138,MULTIPOINT ((-33.725645 150.878138))
